Word,Length,Freq_HAL,Log_Freq_HAL,SUBTLWF,LgSUBTLWF
fasteners,9,218,5.38,0.04,0.48
fastidiously,12,17,2.83,NULL,NULL
fastidiousness,14,10,2.3,0.02,0.3
fasting,7,2766,7.93,0.57,1.48
fastness,8,20,3,NULL,NULL
fastnesses,10,0,0,NULL,NULL
fasts,5,85,4.44,0.06,0.6
fatalistic,10,104,4.64,0.08,0.7
FATBOY,6,123,4.81,NULL,NULL
fated,5,140,4.94,0.63,1.52
fatefully,9,1,0,NULL,NULL
fatheads,8,13,2.56,0.1,0.78
fatherlands,11,4,1.39,NULL,NULL
fatherliness,12,0,0,NULL,NULL
fathomable,10,2,0.69,NULL,NULL
fathomed,8,40,3.69,0.04,0.48
fathoming,9,17,2.83,0.02,0.3
fathomless,10,52,3.95,NULL,NULL
FATHUH,6,0,0,NULL,NULL
fatiguing,9,62,4.13,0.06,0.6
fating,6,0,0,NULL,NULL
fatness,7,115,4.74,0.12,0.85
fatted,6,23,3.14,0.25,1.15
fattened,8,71,4.26,0.06,0.6
fattens,7,6,1.79,0.04,0.48
fattest,7,137,4.92,0.43,1.36
fattier,7,6,1.79,NULL,NULL
fatties,7,52,3.95,0.14,0.9
fattiest,8,2,0.69,NULL,NULL
fattiness,9,0,0,NULL,NULL
fatting,7,0,0,0.02,0.3
fattish,7,9,2.2,0.02,0.3
fatuities,9,5,1.61,NULL,NULL
fatuity,7,1,0,NULL,NULL
fatuous,7,145,4.98,0.14,0.9
fatuously,9,6,1.79,NULL,NULL
fatuousness,11,2,0.69,NULL,NULL
faucets,7,110,4.7,0.31,1.23
faugh,5,11,2.4,NULL,NULL
FAULKNERIAN,11,5,1.61,NULL,NULL
faultfinders,12,0,0,NULL,NULL
faultier,8,0,0,NULL,NULL
faultfinder,11,1,0,NULL,NULL
faultfinding,12,2,0.69,NULL,NULL
faultiest,9,0,0,NULL,NULL
faultily,8,1,0,NULL,NULL
faulting,8,134,4.9,0.02,0.3
faultlessly,11,30,3.4,0.02,0.3
faultlessness,13,1,0,NULL,NULL
faunae,6,1,0,NULL,NULL
faunas,6,6,1.79,NULL,NULL
fauns,5,8,2.08,0.04,0.48
FAUNTLEROY,10,82,4.41,0.16,0.95
FAUSTO,6,100,4.61,NULL,NULL
FAUTEUIL,8,15,2.71,NULL,NULL
FAVORE,6,159,5.07,NULL,NULL
favour,6,4078,8.31,18.59,2.98
favourable,10,489,6.19,0.18,1
favourably,10,167,5.12,0.18,1
favoured,8,407,6.01,0.25,1.15
favouring,9,93,4.53,0.04,0.48
favourite,9,6140,8.72,14.61,2.87
favourites,10,744,6.61,0.71,1.57
featherbeds,11,0,0,NULL,NULL
favouritism,11,42,3.74,0.1,0.78
favours,7,380,5.94,1.88,1.99
FAVRE,5,1192,7.08,NULL,NULL
FAVRE'S,7,76,4.33,NULL,NULL
FAWCETT,7,624,6.44,NULL,NULL
FAWKES,6,21,3.04,NULL,NULL
fay,3,715,6.57,5.16,2.42
FAYETTE,7,162,5.09,NULL,NULL
fays,4,8,2.08,NULL,NULL
fazed,5,43,3.76,0.14,0.9
fazes,5,20,3,0.08,0.7
fazing,6,1,0,NULL,NULL
FAZIO,5,119,4.78,NULL,NULL
FBI,3,9411,9.15,1.86,1.98
FE,2,36981,10.52,2.67,2.14
fealties,8,3,1.1,NULL,NULL
FEARE,5,30,3.4,NULL,NULL
fearfulness,11,13,2.56,0.04,0.48
fearlessly,10,97,4.57,0.16,0.95
fearlessness,12,52,3.95,0.04,0.48
feasibly,8,56,4.03,NULL,NULL
feasted,7,77,4.34,0.18,1
featherbedded,13,1,0,NULL,NULL
feathering,10,297,5.69,0.06,0.6
featherweights,14,14,2.64,0.04,0.48
febrile,7,84,4.43,0.2,1.04
Februaries,10,1,0,NULL,NULL
feckless,8,46,3.83,0.1,0.78
fecklessly,10,2,0.69,NULL,NULL
fecklessness,12,1,0,NULL,NULL
Federalists,11,166,5.11,NULL,NULL
federated,9,247,5.51,0.04,0.48
federates,9,0,0,NULL,NULL
federating,10,1,0,NULL,NULL
federations,11,225,5.42,0.04,0.48
FEDERICO,8,485,6.18,NULL,NULL
fee'd,5,0,0,NULL,NULL
feebleness,10,9,2.2,NULL,NULL
feebler,7,5,1.61,NULL,NULL
feeblest,8,16,2.77,0.02,0.3
feedbags,8,2,0.69,NULL,NULL
feeders,7,537,6.29,0.41,1.34
feeing,6,10,2.3,0.02,0.3
FEELEY,6,83,4.42,NULL,NULL
feelingly,9,8,2.08,0.04,0.48
FEENEY,6,152,5.02,NULL,NULL
feigns,6,56,4.03,0.08,0.7
feinted,7,8,2.08,0.08,0.7
feinting,8,21,3.04,0.02,0.3
feints,6,107,4.67,NULL,NULL
FEIS,4,21,3.04,0.04,0.48
FELER,5,11,2.4,NULL,NULL
felicitated,11,8,2.08,NULL,NULL
felicitates,11,3,1.1,NULL,NULL
felicitating,12,1,0,NULL,NULL
felicitations,13,26,3.26,0.24,1.11
felicities,10,2,0.69,NULL,NULL
felicitous,10,32,3.47,0.08,0.7
felicitously,12,7,1.95,NULL,NULL
felines,7,211,5.35,0.14,0.9
fellah,6,22,3.09,0.14,0.9
fellaheen,9,1,0,NULL,NULL
fellation,9,10,2.3,NULL,NULL
FELLER,6,282,5.64,1.71,1.94
FELLERS,7,75,4.32,0.49,1.42
FELLINI,7,119,4.78,NULL,NULL
FELLOWFEELING,13,0,0,NULL,NULL
fells,5,42,3.74,0.12,0.85
felonies,8,313,5.75,0.65,1.53
FELSKE,6,3,1.1,NULL,NULL
felspar,7,0,0,0.02,0.3
felucca,7,4,1.39,NULL,NULL
feluccas,8,1,0,NULL,NULL
feminists,9,2829,7.95,0.61,1.51
femora,6,0,0,NULL,NULL
femoral,7,57,4.04,1.06,1.74
femurs,6,23,3.14,0.02,0.3
fen,3,684,6.53,0.35,1.28
fencers,7,797,6.68,NULL,NULL
essayist,8,69,4.23,NULL,NULL
ESSE,4,521,6.26,0.18,1
ESSEX,5,1797,7.49,NULL,NULL
EST,3,117074,11.67,6.18,2.5
estaminet,9,1,0,NULL,NULL
estaminets,10,0,0,NULL,NULL
esteeming,9,3,1.1,NULL,NULL
esteems,7,9,2.2,0.04,0.48
ESTELLA,7,21,3.04,NULL,NULL
ESTELLA'S,9,0,0,NULL,NULL
ESTEP,5,321,5.77,NULL,NULL
ester,5,270,5.6,0.04,0.48
ESTERASES,9,8,2.08,NULL,NULL
ESTES,5,1242,7.12,NULL,NULL
ESTHER,6,1188,7.08,3.67,2.27
ESTHERSON,9,0,0,NULL,NULL
estimator,9,143,4.96,NULL,NULL
estimators,10,89,4.49,NULL,NULL
estrangements,13,2,0.69,0.02,0.3
estranges,9,0,0,NULL,NULL
ET,2,40574,10.61,12.69,2.81
ET'S,4,176,5.17,NULL,NULL
ETC,3,303964,12.62,2.65,2.13
ETCETERA,8,574,6.35,1.22,1.8
etcher,6,6,1.79,0.04,0.48
etchers,7,27,3.3,NULL,NULL
etches,6,27,3.3,NULL,NULL
etching,7,384,5.95,0.22,1.08
etchings,8,119,4.78,0.2,1.04
eternally,9,1377,7.23,1.84,1.98
eternities,10,28,3.33,0.04,0.48
ETES,4,179,5.19,NULL,NULL
ETHAN,5,1561,7.35,NULL,NULL
ethereally,10,6,1.79,NULL,NULL
Ethiopian,9,804,6.69,0.53,1.45
ethnical,8,74,4.3,NULL,NULL
ethnically,10,544,6.3,0.1,0.78
ethnographers,13,17,2.83,NULL,NULL
ethnographic,12,187,5.23,0.04,0.48
ethnographically,16,4,1.39,NULL,NULL
ethnological,12,33,3.5,NULL,NULL
ethnologically,14,2,0.69,NULL,NULL
ethnologists,12,10,2.3,NULL,NULL
ethyls,6,10,2.3,NULL,NULL
etiolate,8,0,0,NULL,NULL
etiolated,9,1161,7.06,NULL,NULL
etiolates,9,0,0,NULL,NULL
etiolating,10,0,0,NULL,NULL
etiolation,10,0,0,NULL,NULL
ETRUSCAN,8,65,4.17,0.25,1.15
ETTORE,6,46,3.83,NULL,NULL
ETUDES,6,404,6,0.08,0.7
etymologies,11,90,4.5,NULL,NULL
etymologists,12,9,2.2,NULL,NULL
etymologically,14,59,4.08,0.02,0.3
eucalyptuses,12,0,0,NULL,NULL
Eucharistic,11,66,4.19,NULL,NULL
EUGENIA,7,232,5.45,0.04,0.48
eugenically,11,2,0.69,NULL,NULL
eulogies,8,36,3.58,0.24,1.11
eulogist,8,2,0.69,NULL,NULL
eulogistic,10,1,0,NULL,NULL
eulogistically,14,0,0,NULL,NULL
eulogists,9,1,0,NULL,NULL
eulogizes,9,0,0,NULL,NULL
eulogizing,10,21,3.04,0.04,0.48
eunuchs,7,162,5.09,0.39,1.32
euphemisms,10,184,5.21,0.27,1.18
euphemistically,15,109,4.69,0.06,0.6
euphonies,9,0,0,NULL,NULL
euphonious,10,18,2.89,0.06,0.6
euphonium,9,84,4.43,NULL,NULL
euphoniums,10,11,2.4,NULL,NULL
euphony,7,135,4.91,0.02,0.3
euphorically,12,4,1.39,NULL,NULL
Euphues,7,2,0.69,NULL,NULL
euphuism,8,3,1.1,NULL,NULL
Eurasians,9,6,1.79,NULL,NULL
EURATOM,7,64,4.16,NULL,NULL
eurhythmics,11,4,1.39,NULL,NULL
eurhythmy,9,0,0,NULL,NULL
EURIPIDES,9,110,4.7,0.14,0.9
Eurocrat,8,3,1.1,NULL,NULL
Eurocrats,9,12,2.48,NULL,NULL
Eurodollars,11,27,3.3,NULL,NULL
EUROPEANISH,11,0,0,NULL,NULL
EURYDICE,8,47,3.85,0.08,0.7
Eustachio,9,0,0,NULL,NULL
EUSTIS,6,34,3.53,NULL,NULL
EUTECTIC,8,14,2.64,NULL,NULL
EVA,3,2845,7.95,NULL,NULL
evacuates,9,11,2.4,0.04,0.48
evacuating,10,81,4.39,1.18,1.79
evacuations,11,69,4.23,0.08,0.7
evacuees,8,24,3.18,0.1,0.78
EVADNA,6,0,0,NULL,NULL
evaluates,9,593,6.39,0.04,0.48
evanesce,8,4,1.39,NULL,NULL
evanesced,9,1,0,NULL,NULL
evanescence,11,18,2.89,0.02,0.3
evanescent,10,36,3.58,NULL,NULL
evanesces,9,0,0,NULL,NULL
evanescing,10,1,0,NULL,NULL
evangel,7,21,3.04,NULL,NULL
evangelic,9,2,0.69,NULL,NULL
evangelicals,12,193,5.26,0.02,0.3
evangelistic,12,115,4.74,0.02,0.3
evangelized,11,21,3.04,NULL,NULL
evangelizes,11,1,0,NULL,NULL
evangelizing,12,98,4.58,NULL,NULL
evangels,8,0,0,NULL,NULL
EVANS,5,8598,9.06,8.59,2.64
EVANSTON,8,1745,7.46,NULL,NULL
EVANSVILLE,10,377,5.93,NULL,NULL
evaporates,10,305,5.72,0.18,1
evaporations,12,2,0.69,NULL,NULL
evasively,9,8,2.08,NULL,NULL
evaporating,11,158,5.06,0.31,1.23
evasiveness,11,37,3.61,0.06,0.6
EVEGENI,7,0,0,NULL,NULL
evened,6,89,4.49,0.18,1
evenness,8,27,3.3,NULL,NULL
evens,5,751,6.62,0.53,1.45
EVENSEN,7,45,3.81,NULL,NULL
evensong,8,10,2.3,0.08,0.7
eventfulness,12,0,0,NULL,NULL
eventide,8,95,4.55,0.02,0.3
EVENTSHAHLEH,12,0,0,NULL,NULL
EVENTUATE,9,21,3.04,0.02,0.3
EVENUTALLY,10,11,2.4,NULL,NULL
EVER'BODY,9,6,1.79,NULL,NULL
EVERETT,7,2430,7.8,NULL,NULL
evergreens,10,53,3.97,0.04,0.48
EVERMOUNTING,12,0,0,NULL,NULL
everyplace,10,68,4.22,0.37,1.3
eves,4,1273,7.15,0.06,0.6
evicting,8,88,4.48,0.24,1.11
evictions,9,114,4.74,0.02,0.3
evicts,6,8,2.08,0.04,0.48
eviller,7,7,1.95,NULL,NULL
evillest,8,1,0,NULL,NULL
evilly,6,139,4.93,0.04,0.48
evinces,7,41,3.71,0.02,0.3
evincing,8,9,2.2,0.04,0.48
eviscerated,11,43,3.76,0.35,1.28
eviscerates,11,9,2.2,0.04,0.48
eviscerating,12,13,2.56,0.1,0.78
evolutions,10,76,4.33,0.04,0.48
EVZONE,6,0,0,NULL,NULL
EWEN,4,212,5.36,NULL,NULL
ewer,4,17,2.83,NULL,NULL
ewers,5,27,3.3,NULL,NULL
ewes,4,203,5.31,0.04,0.48
ex,2,53707,10.89,12.55,2.81
exacerbating,12,81,4.39,0.04,0.48
exactingly,10,14,2.64,0.02,0.3
exaction,8,29,3.37,0.02,0.3
exactions,9,15,2.71,0.02,0.3
exactitude,10,24,3.18,0.02,0.3
exactness,9,90,4.5,0.02,0.3
exaggerates,11,67,4.2,0.24,1.11
exaggeratedly,13,11,2.4,NULL,NULL
exaltedly,9,0,0,NULL,NULL
exalts,6,127,4.84,0.06,0.6
EXAMIANTION,11,0,0,NULL,NULL
EXAMININ,8,0,0,NULL,NULL
exams,5,2005,7.6,2.84,2.16
exasperatedly,13,6,1.79,NULL,NULL
exasperates,11,1,0,NULL,NULL
excavated,9,198,5.29,0.27,1.18
excavates,9,3,1.1,NULL,NULL
excavating,10,65,4.17,0.22,1.08
excavators,10,30,3.4,0.02,0.3
excelled,8,188,5.24,0.37,1.3
excelling,9,92,4.52,0.08,0.7
EXCELSIN,8,0,0,NULL,NULL
excelsior,9,974,6.88,0.75,1.59
excepted,8,666,6.5,0.27,1.18
excepts,7,89,4.49,0.02,0.3
Exchequer,9,105,4.65,0.1,0.78
exciseman,9,1,0,NULL,NULL
excisemen,9,0,0,NULL,NULL
excises,7,74,4.3,NULL,NULL
excising,8,65,4.17,0.04,0.48
excisions,9,5,1.61,NULL,NULL
excitable,9,185,5.22,0.47,1.4
excitements,11,10,2.3,0.04,0.48
excites,7,244,5.5,1.18,1.79
excitingly,10,25,3.22,0.06,0.6
exclusives,10,106,4.66,0.1,0.78
excogitate,10,0,0,NULL,NULL
excogitated,11,0,0,NULL,NULL
excogitates,11,0,0,NULL,NULL
excogitating,12,0,0,NULL,NULL
excogitation,12,7,1.95,NULL,NULL
excogitations,13,0,0,NULL,NULL
excommunicates,14,7,1.95,NULL,NULL
excommunications,16,5,1.61,NULL,NULL
excommunicating,15,17,2.83,0.02,0.3
excoriate,9,19,2.94,NULL,NULL
excoriated,10,37,3.61,0.02,0.3
excoriates,10,8,2.08,0.04,0.48
excoriating,11,34,3.53,NULL,NULL
excoriations,12,0,0,NULL,NULL
excoriation,11,22,3.09,0.02,0.3
excrescence,11,14,2.64,NULL,NULL
excrescences,12,4,1.39,NULL,NULL
excrescent,10,3,1.1,NULL,NULL
excreta,7,48,3.87,0.02,0.3
excreted,8,160,5.08,0.08,0.7
excretes,8,22,3.09,0.08,0.7
excreting,9,43,3.76,0.04,0.48
excretions,10,26,3.26,0.04,0.48
excruciate,10,1,0,0.02,0.3
excruciated,11,0,0,NULL,NULL
excruciates,11,0,0,NULL,NULL
excruciatingly,14,238,5.47,0.22,1.08
exculpate,9,8,2.08,0.02,0.3
exculpated,10,6,1.79,NULL,NULL
exculpates,10,0,0,NULL,NULL
exculpating,11,3,1.1,NULL,NULL
exculpation,11,6,1.79,NULL,NULL
EXEGETE,7,4,1.39,NULL,NULL
exempted,8,575,6.35,0.18,1
excursionist,12,0,0,NULL,NULL
excursionists,13,1,0,NULL,NULL
EXCURSUS,8,8,2.08,0.02,0.3
excusably,9,0,0,NULL,NULL
excusing,8,182,5.2,0.37,1.3
EXEC,4,5031,8.52,1.08,1.75
execrable,9,72,4.28,0.02,0.3
execrably,9,11,2.4,NULL,NULL
execrate,8,0,0,0.02,0.3
execrated,9,4,1.39,NULL,NULL
execrates,9,1,0,NULL,NULL
execrating,10,7,1.95,NULL,NULL
execration,10,13,2.56,NULL,NULL
execrations,11,3,1.1,NULL,NULL
executant,9,4,1.39,NULL,NULL
executants,10,3,1.1,NULL,NULL
executes,8,1534,7.34,0.14,0.9
executioners,12,259,5.56,0.14,0.9
executrixes,11,0,0,NULL,NULL
exegeses,8,4,1.39,NULL,NULL
exegesis,8,154,5.04,NULL,NULL
executrix,9,7,1.95,0.02,0.3
exemplification,15,6,1.79,NULL,NULL
exemplifications,16,3,1.1,NULL,NULL
exemplifying,12,20,3,0.02,0.3
exempting,9,187,5.23,NULL,NULL
exempts,7,151,5.02,0.06,0.6
exes,4,181,5.2,0.27,1.18
exeunt,6,12,2.48,0.06,0.6
exhalations,11,13,2.56,0.02,0.3
exhales,7,49,3.89,1.22,1.8
exhaustiveness,14,3,1.1,NULL,NULL
exhibitioner,12,0,0,NULL,NULL
exhibitioners,13,0,0,NULL,NULL
exhibitionist,13,257,5.55,0.2,1.04
exhibitionistic,15,54,3.99,NULL,NULL
exhibitionists,14,84,4.43,0.02,0.3
exhibitor,9,229,5.43,0.04,0.48
exhilarates,11,1,0,NULL,NULL
explicably,10,0,0,NULL,NULL
explicated,10,37,3.61,NULL,NULL
exhilaratingly,14,1,0,NULL,NULL
exhorted,8,80,4.38,NULL,NULL
exhorts,7,60,4.09,NULL,NULL
exhumed,7,89,4.49,0.35,1.28
exhumes,7,3,1.1,NULL,NULL
exhuming,8,48,3.87,0.1,0.78
exigence,8,2,0.69,NULL,NULL
exigences,9,28,3.33,NULL,NULL
exigencies,10,57,4.04,0.02,0.3
exigency,8,3,1.1,NULL,NULL
exigent,7,46,3.83,0.1,0.78
exigently,9,0,0,NULL,NULL
exiguous,8,1,0,NULL,NULL
exiguously,10,0,0,NULL,NULL
exiguousness,12,0,0,NULL,NULL
existences,10,117,4.76,0.04,0.48
exited,6,1203,7.09,0.75,1.59
exiting,7,1874,7.54,0.94,1.69
exogamy,7,10,2.3,NULL,NULL
exonerates,10,13,2.56,0.06,0.6
exonerating,11,23,3.14,0.16,0.95
exorbitantly,12,25,3.22,NULL,NULL
exorcisms,9,53,3.97,0.14,0.9
exorcists,9,25,3.22,0.12,0.85
exorcized,9,13,2.56,0.02,0.3
exorcizes,9,1,0,NULL,NULL
exorcizing,10,3,1.1,NULL,NULL
exotically,10,14,2.64,0.02,0.3
expanses,8,76,4.33,NULL,NULL
EXPANSIONIST,12,205,5.32,0.06,0.6
expatiate,9,5,1.61,NULL,NULL
expatiated,10,1,0,NULL,NULL
expatiates,10,1,0,NULL,NULL
expatiating,11,1,0,NULL,NULL
expatriated,11,11,2.4,NULL,NULL
expatriates,11,285,5.65,0.08,0.7
expatriating,12,0,0,NULL,NULL
expectancies,12,35,3.56,NULL,NULL
expectorants,12,2,0.69,NULL,NULL
expectorates,12,1,0,NULL,NULL
expedients,10,26,3.26,NULL,NULL
expedited,9,245,5.5,0.22,1.08
expectantly,11,159,5.07,0.04,0.48
expectorated,12,1,0,0.02,0.3
expectorating,13,1,0,0.1,0.78
expediently,11,22,3.09,0.06,0.6
expedites,9,15,2.71,NULL,NULL
expels,6,102,4.62,0.08,0.7
expending,9,186,5.23,0.04,0.48
expends,7,69,4.23,NULL,NULL
expensively,11,121,4.8,0.1,0.78
expertly,8,374,5.92,0.22,1.08
expertness,10,8,2.08,NULL,NULL
expiate,7,15,2.71,0.02,0.3
expiated,8,1,0,0.02,0.3
expiates,8,0,0,NULL,NULL
expiating,9,4,1.39,0.02,0.3
expiation,9,20,3,0.04,0.48
expiring,8,234,5.46,0.14,0.9
expiry,6,462,6.14,0.08,0.7
explainer,9,24,3.18,0.02,0.3
explainers,10,6,1.79,NULL,NULL
expletives,10,196,5.28,0.06,0.6
explicates,10,7,1.95,NULL,NULL
explicating,11,10,2.3,0.1,0.78
exploiter,9,67,4.2,0.06,0.6
explosions,10,1351,7.21,3.02,2.19
explosiveness,13,20,3,0.02,0.3
exportable,10,145,4.98,NULL,NULL
exporter,8,376,5.93,0.08,0.7
expos,5,639,6.46,0.04,0.48
EXPOSITED,9,2,0.69,NULL,NULL
expostulated,12,29,3.37,NULL,NULL
expostulates,12,5,1.61,NULL,NULL
expostulating,13,5,1.61,NULL,NULL
expostulations,14,4,1.39,NULL,NULL
expounds,8,71,4.26,NULL,NULL
expressionlessly,16,1,0,NULL,NULL
expressively,12,49,3.89,0.02,0.3
EXPRESSIVNESS,13,0,0,NULL,NULL
expropriates,12,4,1.39,NULL,NULL
expropriator,12,0,0,NULL,NULL
expropriators,13,0,0,NULL,NULL
expulsions,10,96,4.56,NULL,NULL
expropriating,13,13,2.56,NULL,NULL
expunged,8,161,5.08,0.39,1.32
expunges,8,8,2.08,NULL,NULL
expurgate,9,4,1.39,NULL,NULL
expurgated,10,33,3.5,NULL,NULL
expurgates,10,0,0,NULL,NULL
expurgating,11,0,0,NULL,NULL
expurgations,12,0,0,NULL,NULL
extemporaneously,16,12,2.48,0.02,0.3
extemporaneousness,18,0,0,NULL,NULL
extemporarily,13,0,0,NULL,NULL
extempore,9,5,1.61,0.02,0.3
extemporization,15,0,0,NULL,NULL
extemporizations,16,0,0,NULL,NULL
extemporize,11,1,0,NULL,NULL
extemporized,12,4,1.39,NULL,NULL
extemporizes,12,0,0,NULL,NULL
endues,6,0,0,NULL,NULL
enduing,7,0,0,NULL,NULL
endways,7,0,0,NULL,NULL
extemporizing,13,2,0.69,NULL,NULL
EXTENDIBLES,11,0,0,NULL,NULL
extensiveness,13,15,2.71,NULL,NULL
extenuated,10,3,1.1,NULL,NULL
extenuates,10,0,0,NULL,NULL
extenuations,12,0,0,NULL,NULL
exteriorization,15,88,4.48,NULL,NULL
exteriorize,11,63,4.14,0.06,0.6
exteriorized,12,33,3.5,NULL,NULL
exteriorizes,12,5,1.61,NULL,NULL
exteriorizing,13,2,0.69,0.1,0.78
exterminated,12,570,6.35,0.55,1.46
exterminates,12,111,4.71,0.06,0.6
EXTERMINATIN,12,0,0,NULL,NULL
externalizations,16,0,0,NULL,NULL
externalized,12,37,3.61,0.04,0.48
externalizes,12,2,0.69,NULL,NULL
endpapers,9,356,5.87,NULL,NULL
endue,5,0,0,NULL,NULL
endued,6,16,2.77,NULL,NULL
externalizing,13,8,2.08,0.02,0.3
endwise,7,3,1.1,NULL,NULL
enemas,6,317,5.76,0.24,1.11
energetically,13,177,5.18,0.04,0.48
energizing,10,99,4.6,0.06,0.6
enervated,9,5,1.61,0.02,0.3
enervates,9,8,2.08,NULL,NULL
ENFANT,6,80,4.38,0.04,0.48
enfeebled,9,18,2.89,0.02,0.3
enfeeblement,12,3,1.1,NULL,NULL
enfeebles,9,0,0,NULL,NULL
enfeebling,10,0,0,NULL,NULL
ENFIELD,7,318,5.76,0.18,1
enfilade,8,37,3.61,0.02,0.3
enfiladed,9,18,2.89,0.02,0.3
enfilades,9,14,2.64,NULL,NULL
enfilading,10,9,2.2,0.02,0.3
enfolded,8,32,3.47,0.04,0.48
enfolding,9,23,3.14,0.04,0.48
enfolds,7,13,2.56,NULL,NULL
enfranchised,12,11,2.4,0.02,0.3
enfranchises,12,0,0,NULL,NULL
enfranchising,13,6,1.79,NULL,NULL
ENG,3,8234,9.02,0.47,1.4
engendering,11,94,4.54,0.06,0.6
engenders,9,156,5.05,0.04,0.48
ENGH,4,55,4.01,NULL,NULL
engineered,10,1569,7.36,1.63,1.92
ENGISCH,7,0,0,NULL,NULL
ENGLE'S,7,2,0.69,NULL,NULL
Englishwomen,12,1,0,0.04,0.48
ENGLISHY,8,2,0.69,NULL,NULL
engrafted,9,21,3.04,NULL,NULL
engrafting,10,6,1.79,NULL,NULL
engrafts,8,0,0,NULL,NULL
engravers,9,31,3.43,0.04,0.48
engraves,8,8,2.08,0.02,0.3
engrosses,9,2,0.69,0.04,0.48
engrossingly,12,0,0,NULL,NULL
enhancements,12,4635,8.44,0.08,0.7
enigmas,7,94,4.54,0.04,0.48
ENJOINDER,9,5,1.61,NULL,NULL
enjoining,9,38,3.64,0.04,0.48
enigmatical,11,1,0,0.02,0.3
enigmatically,13,19,2.94,NULL,NULL
enjoins,7,72,4.28,NULL,NULL
enjoyably,9,38,3.64,NULL,NULL
enjoyments,10,36,3.58,0.02,0.3
enkindle,8,2,0.69,0.04,0.48
enkindled,9,2,0.69,NULL,NULL
enkindles,9,0,0,NULL,NULL
enkindling,10,0,0,NULL,NULL
ENLARGD,7,0,0,NULL,NULL
enlarges,8,138,4.93,0.04,0.48
enlightens,10,73,4.29,0.04,0.48
enlisting,9,123,4.81,0.37,1.3
enlistments,11,17,2.83,0.04,0.48
enlivening,10,20,3,NULL,NULL
enlivens,8,9,2.2,0.02,0.3
enmeshes,8,4,1.39,NULL,NULL
enmeshing,9,6,1.79,NULL,NULL
ENNIS,5,348,5.85,NULL,NULL
ennoble,7,22,3.09,0.08,0.7
ennobled,8,19,2.94,0.1,0.78
ennoblement,11,0,0,0.02,0.3
ennobles,8,9,2.2,0.02,0.3
ennobling,9,23,3.14,0.08,0.7
ennui,5,109,4.69,0.37,1.3
ennuis,6,7,1.95,NULL,NULL
ENNY,4,12,2.48,NULL,NULL
ENOCH,5,615,6.42,0.39,1.32
enormities,10,2,0.69,NULL,NULL
enormousness,12,2,0.69,0.02,0.3
ENOS,4,398,5.99,NULL,NULL
enounce,7,2,0.69,NULL,NULL
enounced,8,0,0,0.04,0.48
enounces,8,0,0,NULL,NULL
enouncing,9,0,0,NULL,NULL
enplane,7,0,0,0.02,0.3
enplaned,8,4,1.39,NULL,NULL
enplanes,8,0,0,NULL,NULL
enplaning,9,0,0,NULL,NULL
ENQUETES,8,5,1.61,NULL,NULL
ENQUIRED,8,198,5.29,0.02,0.3
ENQUIRER,8,700,6.55,0.69,1.56
enrages,7,23,3.14,0.04,0.48
enraging,8,23,3.14,0.04,0.48
enraptures,10,4,1.39,NULL,NULL
enrapturing,11,6,1.79,NULL,NULL
enriches,8,105,4.65,0.04,0.48
ENRICO,6,438,6.08,NULL,NULL
ENRIGHT,7,260,5.56,0.51,1.43
ENRIGHT'S,9,8,2.08,NULL,NULL
ENRIQUE,7,1540,7.34,NULL,NULL
enrol,5,64,4.16,0.14,0.9
enroled,7,27,3.3,NULL,NULL
enroling,8,7,1.95,NULL,NULL
ENROLLMENTS,11,72,4.28,NULL,NULL
enrolment,9,61,4.11,0.14,0.9
enrolments,10,16,2.77,NULL,NULL
enrols,6,17,2.83,NULL,NULL
ensanguine,10,2,0.69,NULL,NULL
ensanguined,11,2,0.69,NULL,NULL
ensanguines,11,0,0,NULL,NULL
ensanguining,12,0,0,NULL,NULL
ensconce,8,8,2.08,NULL,NULL
ensconces,9,0,0,NULL,NULL
ensconcing,10,4,1.39,NULL,NULL
enshrined,9,254,5.54,0.16,0.95
enshrines,9,44,3.78,0.02,0.3
enshrining,10,41,3.71,NULL,NULL
enshrouded,10,30,3.4,0.04,0.48
enshrouding,11,0,0,NULL,NULL
enshrouds,9,5,1.61,NULL,NULL
ensigns,7,199,5.29,0.1,0.78
ensilage,8,0,0,NULL,NULL
ensile,6,0,0,NULL,NULL
ensiled,7,0,0,NULL,NULL
ensiles,7,0,0,NULL,NULL
ensiling,8,0,0,NULL,NULL
enslaves,8,41,3.71,0.04,0.48
ensnared,8,54,3.99,0.04,0.48
ensnares,8,118,4.77,0.02,0.3
ensnaring,9,7,1.95,NULL,NULL
ENSOLITE,8,23,3.14,NULL,NULL
ensured,7,638,6.46,0.31,1.23
entailed,8,271,5.6,0.12,0.85
entailing,9,39,3.66,0.02,0.3
entangled,9,340,5.83,0.57,1.48
entanglements,13,87,4.47,0.18,1
entangles,9,7,1.95,NULL,NULL
entangling,10,53,3.97,NULL,NULL
entente,7,199,5.29,0.02,0.3
ententes,8,15,2.71,NULL,NULL
ENTER'D,7,0,0,NULL,NULL
enteric,7,37,3.61,NULL,NULL
enteritis,9,29,3.37,0.02,0.3
ENTEROTOXEMIA,13,0,0,NULL,NULL
entertainingly,14,34,3.53,0.02,0.3
entertains,10,168,5.12,0.27,1.18
ENTERTEYNED,11,0,0,NULL,NULL
enthrallingly,13,0,0,NULL,NULL
enthrals,8,0,0,NULL,NULL
